"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Prime","Amazon.Type"
"Best Director",NA,"Hope and Glory","60-1988","tt0093209","Hope and Glory","nm0000958","John Boorman",NA,NA,"Hope and Glory",1987,"PG-13","19 Feb 1988","113 min","Comedy, Drama, Romance","John Boorman","John Boorman","Sarah Miles, David Hayman, Sebastian Rice-Edwards","Bill, a young boy living on the outskirts of London experiences the exhilaration of World War II. During this period, Bill learns about sex, death, love, hypocrisy, and the faults of adults as he prowls the ruins of bombed houses.","English","United Kingdom, United States","Nominated for 5 Oscars. 16 wins & 29 nominations total","https://m.media-amazon.com/images/M/MV5BMDUxNjg4MGQtODM2NC00YWZmLWJkZTEtMmFmMTBlZmYyMWVhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg","86","7.3","13,290","tt0093209","movie",NA,NA,NA,NA,"7.3/10","86/100","95%",NA,NA,NA,NA
"Best Director",NA,"My Life as a Dog","60-1988","tt0089606","My Life as a Dog","nm0002120","Lasse HallstrÃ¶m",NA,NA,"My Life as a Dog",1985,"Unrated","01 May 1987","101 min","Drama, Comedy","Lasse Hallström","Reidar Jönsson, Lasse Hallström, Brasse Brännström","Anton Glanzelius, Tomas von Brömssen, Anki Lidén","A boy and his brother don't get along well. In order to let their ill mother rest, they're separated and sent each one with their relatives.","Swedish","Sweden","Nominated for 2 Oscars. 15 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BNjQzYmFjZTUtMzU3NC00ZWYyLTkzNWItMWQ4MWE4YmZlMmJhXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg","82","7.6","20,738","tt0089606","movie",NA,NA,NA,NA,"7.6/10","82/100","100%",NA,NA,NA,NA
"Best Director",NA,"Moonstruck","60-1988","tt0093565","Moonstruck","nm0422484","Norman Jewison",NA,NA,"Moonstruck",1987,"PG","15 Jan 1988","102 min","Comedy, Drama, Romance","Norman Jewison","John Patrick Shanley","Cher, Nicolas Cage, Olympia Dukakis","Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.","English, Italian, Latin","United States","Won 3 Oscars. 18 wins & 19 nominations total","https://m.media-amazon.com/images/M/MV5BMjIwMDY0NzYyMF5BMl5BanBnXkFtZTcwOTE5NDk0NA@@._V1_SX300.jpg","83","7.1","57,136","tt0093565","movie",NA,NA,NA,NA,"7.1/10","83/100","94%",8,2021-07-09,NA,NA
"Best Director","Winner","Rain Man","61-1989","tt0095953","Rain Man","nm0001469","Barry Levinson",NA,NA,"Rain Man",1988,"R","16 Dec 1988","133 min","Drama","Barry Levinson","Barry Morrow, Ronald Bass","Dustin Hoffman, Tom Cruise, Valeria Golino","After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritan","English, Italian","United States","Won 4 Oscars. 26 wins & 23 nominations total","https://m.media-amazon.com/images/M/MV5BMzVjNzI4NzYtMjE4NS00M2IzLWFkOWMtOTYwMWUzN2ZlNGVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","65","8.0","496,620","tt0095953","movie",NA,NA,NA,NA,"8.0/10","65/100","89%",8,2021-07-09,"Prime","Feature Film"
"Best Director",NA,"Mississippi Burning","61-1989","tt0095647","Mississippi Burning","nm0000570","Alan Parker",NA,NA,"Mississippi Burning",1988,"R","27 Jan 1989","128 min","Crime, Drama, History","Alan Parker","Chris Gerolmo","Gene Hackman, Willem Dafoe, Frances McDormand","Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.","English","United States","Won 1 Oscar. 17 wins & 24 nominations total","https://m.media-amazon.com/images/M/MV5BZTFjNjU4OTktYzljMS00MmFlLWI3NGEtNjNhMTYwYzUyZDgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","65","7.8","96,754","tt0095647","movie",NA,NA,NA,NA,"7.8/10","65/100","84%",NA,NA,NA,NA
"Best Director",NA,"A Fish Called Wanda","61-1989","tt0095159","A Fish Called Wanda","nm0187769","Charles Crichton",NA,NA,"A Fish Called Wanda",1988,"R","29 Jul 1988","108 min","Comedy, Crime","Charles Crichton, John Cleese","John Cleese, Charles Crichton","John Cleese, Jamie Lee Curtis, Kevin Kline","In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool a very proper barrister.","English, Italian, Russian, French","United Kingdom, United States","Won 1 Oscar. 9 wins & 18 nominations total","https://m.media-amazon.com/images/M/MV5BNTQ0ODhiNjEtMDFiYi00NmZhLWJkMzQtNTBkOGQwOTliZDAxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","80","7.5","139,160","tt0095159","movie",NA,NA,NA,NA,"7.5/10","80/100","96%",6,2021-07-09,"Prime","Feature Film"
"Best Director",NA,"The Last Temptation of Christ","61-1989","tt0095497","The Last Temptation of Christ","nm0000217","Martin Scorsese",NA,NA,"The Last Temptation of Christ",1988,"R","12 Aug 1988","164 min","Drama","Martin Scorsese","Nikos Kazantzakis, Paul Schrader","Willem Dafoe, Harvey Keitel, Barbara Hershey","The life of Jesus Christ, his journey through life as he faces the struggles all humans do, and his final temptation on the cross.","English","Canada, United States","Nominated for 1 Oscar. 2 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BMTFkNmY0OTktYmUyNS00MjI3LWE3ZGItNWU1NzkyMDY3NTlmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","80","7.5","55,801","tt0095497","movie",NA,NA,NA,NA,"7.5/10","80/100","81%",NA,NA,NA,NA
"Best Director",NA,"Working Girl","61-1989","tt0096463","Working Girl","nm0001566","Mike Nichols",NA,NA,"Working Girl",1988,"R","21 Dec 1988","113 min","Comedy, Drama, Romance","Mike Nichols","Kevin Wade","Melanie Griffith, Harrison Ford, Sigourney Weaver","When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job.","English","United States","Won 1 Oscar. 9 wins & 17 nominations total","https://m.media-amazon.com/images/M/MV5BNDg4MGM3OTAtZjNlZC00NjE1LTk5YTAtMGE2YWUxMjRjZDA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","73","6.8","55,574","tt0096463","movie",NA,NA,NA,NA,"6.8/10","73/100","84%",6,2021-07-09,NA,NA
"Best Director","Winner","Born on the Fourth of July","62-1990","tt0096969","Born on the Fourth of July","nm0000231","Oliver Stone",NA,NA,"Born on the Fourth of July",1989,"R","05 Jan 1990","145 min","Biography, Drama, War","Oliver Stone","Ron Kovic, Oliver Stone","Tom Cruise, Bryan Larkin, Raymond J. Barry","The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.","English, Spanish","United States","Won 2 Oscars. 15 wins & 26 nominations total","https://m.media-amazon.com/images/M/MV5BMTgwNDk5NTA0NF5BMl5BanBnXkFtZTgwMTkyMDUxMDE@._V1_SX300.jpg","75","7.2","103,535","tt0096969","movie",NA,NA,NA,NA,"7.2/10","75/100","85%",NA,NA,NA,NA
"Best Director",NA,"My Left Foot","62-1990","tt0097937","My Left Foot","nm0006487","Jim Sheridan",NA,NA,"My Left Foot",1989,"R","30 Mar 1990","103 min","Biography, Drama","Jim Sheridan","Shane Connaughton, Jim Sheridan, Christy Brown","Daniel Day-Lewis, Brenda Fricker, Alison Whelan","Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.","English","Ireland, United Kingdom","Won 2 Oscars. 23 wins & 20 nominations total","https://m.media-amazon.com/images/M/MV5BYjdkNzA4MzYtZThhOS00ZDgzLTlmMDItNmY1ZjI5YjkzZTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","97","7.9","72,286","tt0097937","movie",NA,NA,NA,NA,"7.9/10","97/100","98%",NA,NA,NA,NA
"Best Director",NA,"Henry V","62-1990","tt0097499","Henry V","nm0000110","Kenneth Branagh",NA,NA,"Henry V",1989,"PG-13","08 Nov 1989","137 min","Action, Biography, Drama","Kenneth Branagh","William Shakespeare, Kenneth Branagh","Kenneth Branagh, Derek Jacobi, Simon Shepherd","In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.","English, French, Latin","United Kingdom","Won 1 Oscar. 11 wins & 13 nominations total","https://m.media-amazon.com/images/M/MV5BODdlYzU0ZGYtNWQ1YS00Nzk4LTllZTItZTEyNjkxMWI5ODk4L2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg","83","7.5","29,473","tt0097499","movie",NA,NA,NA,NA,"7.5/10","83/100","100%",NA,NA,NA,NA
"Best Director",NA,"Dead Poets Society","62-1990","tt0097165","Dead Poets Society","nm0001837","Peter Weir",NA,NA,"Dead Poets Society",1989,"PG","09 Jun 1989","128 min","Comedy, Drama","Peter Weir","Tom Schulman","Robin Williams, Robert Sean Leonard, Ethan Hawke","Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.","English, Latin","United States","Won 1 Oscar. 20 wins & 19 nominations total","https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","79","8.1","460,644","tt0097165","movie",NA,NA,NA,NA,"8.1/10","79/100","85%",7,2021-07-14,NA,NA
"Best Director",NA,"Crimes and Misdemeanors","62-1990","tt0097123","Crimes and Misdemeanors","nm0000095","Woody Allen",NA,NA,"Crimes and Misdemeanors",1989,"PG-13","03 Nov 1989","104 min","Comedy, Drama","Woody Allen","Woody Allen","Martin Landau, Woody Allen, Bill Bernstein","An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.","English, Hebrew","United States","Nominated for 3 Oscars. 16 wins & 26 nominations total","https://m.media-amazon.com/images/M/MV5BYWY3N2EyOWYtNDVhZi00MWRkLTg2OTUtODNkNDQ5ZTIwMGJkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","77","7.9","57,076","tt0097123","movie",NA,NA,NA,NA,"7.9/10","77/100","94%",NA,NA,NA,NA
"Best Director","Winner","Dances with Wolves","63-1991","tt0099348","Dances with Wolves","nm0000126","Kevin Costner",NA,NA,"Dances with Wolves",1990,"PG-13","21 Nov 1990","181 min","Adventure, Drama, Western","Kevin Costner","Michael Blake","Kevin Costner, Mary McDonnell, Graham Greene","Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Native Americans, making him an intolerable aberration in the military.","English, Sioux, Pawnee","United States, United Kingdom","Won 7 Oscars. 51 wins & 38 nominations total","https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_SX300.jpg","72","8.0","254,753","tt0099348","movie",NA,NA,NA,NA,"8.0/10","72/100","83%",7,2021-07-15,"Prime","Feature Film"
"Best Director",NA,"Reversal of Fortune","63-1991","tt0100486","Reversal of Fortune","nm0775447","Barbet Schroeder",NA,NA,"Reversal of Fortune",1990,"R","09 Nov 1990","111 min","Biography, Drama, Mystery","Barbet Schroeder","Alan Dershowitz, Nicholas Kazan","Jeremy Irons, Glenn Close, Ron Silver","Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal.","English, German","United States, Japan, United Kingdom","Won 1 Oscar. 13 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BMTQ3MTY0NDM3OV5BMl5BanBnXkFtZTgwMDY1NTk4NjE@._V1_SX300.jpg","93","7.2","16,146","tt0100486","movie",NA,NA,NA,NA,"7.2/10","93/100","92%",NA,NA,NA,NA
"Best Director",NA,"The Godfather: Part III","63-1991","tt0099674","The Godfather: Part III","nm0000338","Francis Ford Coppola",NA,NA,"The Godfather: Part III",1990,"R","25 Dec 1990","162 min","Crime, Drama","Francis Ford Coppola","Mario Puzo, Francis Ford Coppola","Al Pacino, Diane Keaton, Andy Garcia","Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.","English, Italian, German, Latin","United States","Nominated for 7 Oscars. 6 wins & 23 nominations total","https://m.media-amazon.com/images/M/MV5BNWFlYWY2YjYtNjdhNi00MzVlLTg2MTMtMWExNzg4NmM5NmEzXkEyXkFqcGdeQXVyMDk5Mzc5MQ@@._V1_SX300.jpg","60","7.6","381,676","tt0099674","movie",NA,NA,NA,NA,"7.6/10","60/100","68%",6,2021-07-15,NA,NA
"Best Director",NA,"Goodfellas","63-1991","tt0099685","Goodfellas","nm0000217","Martin Scorsese",NA,NA,"Goodfellas",1990,"R","21 Sep 1990","146 min","Biography, Crime, Drama","Martin Scorsese","Nicholas Pileggi, Martin Scorsese","Robert De Niro, Ray Liotta, Joe Pesci","The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.","English, Italian","United States","Won 1 Oscar. 44 wins & 38 nominations total","https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","90","8.7","1,094,828","tt0099685","movie",NA,NA,NA,NA,"8.7/10","90/100","96%",9,2021-08-07,NA,NA
"Best Director",NA,"The Grifters","63-1991","tt0099703","The Grifters","nm0001241","Stephen Frears",NA,NA,"The Grifters",1990,"R","25 Jan 1991","110 min","Crime, Drama, Thriller","Stephen Frears","Jim Thompson, Donald E. Westlake","Anjelica Huston, John Cusack, Annette Bening","A small-time conman has torn loyalties between his estranged mother and new girlfriend, both of whom are high-stakes grifters with their own angles to play.","English","United States, Canada","Nominated for 4 Oscars. 10 wins & 21 nominations total","https://m.media-amazon.com/images/M/MV5BMjNiYzg3OTUtYTQ2Mi00OTAwLWI4OGMtZGNkNDhmZDU4ZGRmXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg","86","6.9","27,330","tt0099703","movie",NA,NA,NA,NA,"6.9/10","86/100","91%",6,2021-07-09,NA,NA
"Best Director","Winner","The Silence of the Lambs","64-1992","tt0102926","The Silence of the Lambs","nm0001129","Jonathan Demme",NA,NA,"The Silence of the Lambs",1991,"R","14 Feb 1991","118 min","Crime, Drama, Horror","Jonathan Demme","Thomas Harris, Ted Tally","Jodie Foster, Anthony Hopkins, Lawrence A. Bonney","A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.","English, Latin","United States","Won 5 Oscars. 69 wins & 51 nominations total","https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","85","8.6","1,361,430","tt0102926","movie",NA,NA,NA,NA,"8.6/10","85/100","96%",9,2021-07-09,"Prime","Feature Film"
"Best Director",NA,"Bugsy","64-1992","tt0101516","Bugsy","nm0001469","Barry Levinson",NA,NA,"Bugsy",1991,"R","20 Dec 1991","136 min","Biography, Crime, Drama","Barry Levinson","James Toback, Dean Jennings","Warren Beatty, Annette Bening, Harvey Keitel","The story of how Benjamin ""Bugsy"" Siegel started Las Vegas.","English","United States","Won 2 Oscars. 12 wins & 41 nominations total","https://m.media-amazon.com/images/M/MV5BMjIzMTgwODE0Nl5BMl5BanBnXkFtZTgwNzgyMDUxMDE@._V1_SX300.jpg","80","6.8","28,354","tt0101516","movie",NA,NA,NA,NA,"6.8/10","80/100","84%",NA,NA,NA,NA
"Best Director",NA,"Boyz n the Hood","64-1992","tt0101507","Boyz n the Hood","nm0005436","John Singleton",NA,NA,"Boyz n the Hood",1991,"R","12 Jul 1991","112 min","Crime, Drama","John Singleton","John Singleton","Cuba Gooding Jr., Laurence Fishburne, Hudhail Al-Amir","Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.","English","United States","Nominated for 2 Oscars. 12 wins & 23 nominations total","https://m.media-amazon.com/images/M/MV5BZmRjNDI5NTgtOTIwMC00MzJhLWI4ZTYtMmU0ZTE3ZmRkZDNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","76","7.8","135,351","tt0101507","movie",NA,NA,NA,NA,"7.8/10","76/100","96%",NA,NA,NA,NA
"Best Director",NA,"JFK","64-1992","tt0102138","JFK","nm0000231","Oliver Stone",NA,NA,"JFK",1991,"R","20 Dec 1991","189 min","Drama, History, Thriller","Oliver Stone","Jim Garrison, Jim Marrs, Oliver Stone","Kevin Costner, Gary Oldman, Jack Lemmon","New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.","English, Spanish","United States, France","Won 2 Oscars. 19 wins & 43 nominations total","https://m.media-amazon.com/images/M/MV5BYjYyODExMDctZjgwYy00ZjQwLWI4OWYtOGFlYjA4ZjEzNmY1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg","72","8.0","150,981","tt0102138","movie",NA,NA,NA,NA,"8.0/10","72/100","84%",6,2021-10-14,NA,NA
"Best Director",NA,"Thelma & Louise","64-1992","tt0103074","Thelma & Louise","nm0000631","Ridley Scott",NA,NA,"Thelma & Louise",1991,"R","24 May 1991","130 min","Adventure, Crime, Drama","Ridley Scott","Callie Khouri","Susan Sarandon, Geena Davis, Harvey Keitel","Two best friends set out on an adventure, but it soon turns around to a terrifying escape from being hunted by the police, as these two girls escape for the crimes they committed.","English","United States, United Kingdom, France","Won 1 Oscar. 25 wins & 50 nominations total","https://m.media-amazon.com/images/M/MV5BMjIxNDgzMDE2MF5BMl5BanBnXkFtZTcwNzY5NTk1NA@@._V1_SX300.jpg","88","7.5","148,166","tt0103074","movie",NA,NA,NA,NA,"7.5/10","88/100","85%",9,2021-07-09,NA,NA
"Best Director","Winner","Unforgiven","65-1993","tt0105695","Unforgiven","nm0000142","Clint Eastwood",NA,NA,"Unforgiven",1992,"R","07 Aug 1992","130 min","Drama, Western","Clint Eastwood","David Webb Peoples","Clint Eastwood, Gene Hackman, Morgan Freeman","Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""","English","United States","Won 4 Oscars. 50 wins & 47 nominations total","https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","85","8.2","397,706","tt0105695","movie",NA,NA,NA,NA,"8.2/10","85/100","96%",NA,NA,NA,NA
"Best Director",NA,"Howards End","65-1993","tt0104454","Howards End","nm0412465","James Ivory",NA,NA,"Howards End",1992,"PG","26 Feb 1993","142 min","Drama, Romance","James Ivory","E.M. Forster, Ruth Prawer Jhabvala","Anthony Hopkins, Emma Thompson, Vanessa Redgrave","A businessman thwarts his wife's bequest of an estate to another woman.","English, German","United Kingdom, Japan","Won 3 Oscars. 32 wins & 49 nominations total","https://m.media-amazon.com/images/M/MV5BMTk3MDY3NDc2NF5BMl5BanBnXkFtZTgwODcwNjgzOTE@._V1_SX300.jpg","88","7.4","31,349","tt0104454","movie",NA,NA,NA,NA,"7.4/10","88/100","94%",NA,NA,NA,NA
"Best Director",NA,"Scent of a Woman","65-1993","tt0105323","Scent of a Woman","nm0000976","Martin Brest",NA,NA,"Scent of a Woman",1992,"R","08 Jan 1993","156 min","Drama","Martin Brest","Giovanni Arpino, Bo Goldman, Ruggero Maccari","Al Pacino, Chris O'Donnell, James Rebhorn","A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.","English","United States","Won 1 Oscar. 6 wins & 14 nominations total","https://m.media-amazon.com/images/M/MV5BZTM3ZjA3NTctZThkYy00ODYyLTk2ZjItZmE0MmZlMTk3YjQwXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg","59","8.0","283,589","tt0105323","movie",NA,NA,NA,NA,"8.0/10","59/100","89%",NA,NA,NA,NA
"Best Director",NA,"The Crying Game","65-1993","tt0104036","The Crying Game","nm0001403","Neil Jordan",NA,NA,"The Crying Game",1992,"R","19 Feb 1993","112 min","Crime, Drama, Romance","Neil Jordan","Neil Jordan","Stephen Rea, Jaye Davidson, Forest Whitaker","A British soldier kidnapped by IRA terrorists soon befriends one of his captors, who then becomes drawn into the soldier's world.","English","United Kingdom, Japan, United States","Won 1 Oscar. 22 wins & 46 nominations total","https://m.media-amazon.com/images/M/MV5BMzM4MmZmNDEtOGFkYi00ZTU4LThjNzEtNmJhOTQ0Mjk3ZmQ0XkEyXkFqcGdeQXVyNjUzMDQ5NDg@._V1_SX300.jpg","90","7.3","54,265","tt0104036","movie",NA,NA,NA,NA,"7.3/10","90/100","94%",NA,NA,NA,NA
"Best Director",NA,"The Player","65-1993","tt0105151","The Player","nm0000265","Robert Altman",NA,NA,"The Player",1992,"R","08 May 1992","124 min","Comedy, Crime, Drama","Robert Altman","Michael Tolkin","Tim Robbins, Greta Scacchi, Fred Ward","A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?","English","United States","Nominated for 3 Oscars. 24 wins & 33 nominations total","https://m.media-amazon.com/images/M/MV5BMjM5MDg0MjU3Ml5BMl5BanBnXkFtZTgwODQ0NjYxMTE@._V1_SX300.jpg","86","7.5","58,499","tt0105151","movie",NA,NA,NA,NA,"7.5/10","86/100","98%",NA,NA,NA,NA
"Best Director","Winner","Schindler's List","66-1994","tt0108052","Schindler's List","nm0000229","Steven Spielberg",NA,NA,"Schindler's List",1993,"R","04 Feb 1994","195 min","Biography, Drama, History","Steven Spielberg","Thomas Keneally, Steven Zaillian","Liam Neeson, Ralph Fiennes, Ben Kingsley","In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.","English, Hebrew, German, Polish, Latin","United States","Won 7 Oscars. 91 wins & 49 nominations total","https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","94","8.9","1,292,883","tt0108052","movie",NA,NA,NA,NA,"8.9/10","94/100","98%",8,2021-07-09,NA,NA
"Best Director",NA,"The Remains of the Day","66-1994","tt0107943","The Remains of the Day","nm0412465","James Ivory",NA,NA,"The Remains of the Day",1993,"PG","19 Nov 1993","134 min","Drama, Romance","James Ivory","Kazuo Ishiguro, Ruth Prawer Jhabvala","Anthony Hopkins, Emma Thompson, John Haycraft","A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.","English, French, German","United States, United Kingdom","Nominated for 8 Oscars. 17 wins & 41 nominations total","https://m.media-amazon.com/images/M/MV5BNDYwOThlMDAtYWUwMS00MjY5LTliMGUtZWFiYTA5MjYwZDAyXkEyXkFqcGdeQXVyNjY1NTQ0NDg@._V1_SX300.jpg","86","7.8","71,482","tt0107943","movie",NA,NA,NA,NA,"7.8/10","86/100","95%",NA,NA,NA,NA
"Best Director",NA,"The Piano","66-1994","tt0107822","The Piano","nm0001005","Jane Campion",NA,NA,"The Piano",1993,"R","11 Feb 1994","121 min","Drama, Music, Romance","Jane Campion","Jane Campion","Holly Hunter, Harvey Keitel, Sam Neill","In the mid-19th century, a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a wealthy landowner, but is soon lusted after by a local worker on the plantation.","English, British Sign , Maori","Australia, France","Won 3 Oscars. 64 wins & 56 nominations total","https://m.media-amazon.com/images/M/MV5BMWVkNzg3NDktOTFmMi00YjU2LTk0MzMtYTVjZjRiYTliZDkzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg","89","7.6","84,776","tt0107822","movie",NA,NA,NA,NA,"7.6/10","89/100","91%",NA,NA,NA,NA
"Best Director",NA,"In the Name of the Father","66-1994","tt0107207","In the Name of the Father","nm0006487","Jim Sheridan",NA,NA,"In the Name of the Father",1993,"R","25 Feb 1994","133 min","Biography, Crime, Drama","Jim Sheridan","Gerry Conlon, Terry George, Jim Sheridan","Daniel Day-Lewis, Pete Postlethwaite, Alison Crosbie","A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.","English","Ireland, United Kingdom","Nominated for 7 Oscars. 7 wins & 41 nominations total","https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","84","8.1","168,440","tt0107207","movie",NA,NA,NA,NA,"8.1/10","84/100","94%",NA,NA,NA,NA
"Best Director",NA,"Short Cuts","66-1994","tt0108122","Short Cuts","nm0000265","Robert Altman",NA,NA,"Short Cuts",1993,"R","01 Oct 1993","188 min","Comedy, Drama","Robert Altman","Raymond Carver, Robert Altman, Frank Barhydt","Andie MacDowell, Julianne Moore, Tim Robbins","The day-to-day lives of several suburban Los Angeles residents.","English","United States","Nominated for 1 Oscar. 17 wins & 19 nominations total","https://m.media-amazon.com/images/M/MV5BZWY0ODc2NDktYmYxNS00MGZiLTk5YjktZjgwZWFhNDQ0MzNhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg","79","7.7","44,124","tt0108122","movie",NA,NA,NA,NA,"7.7/10","79/100","95%",NA,NA,NA,NA
"Best Director","Winner","Forrest Gump","67-1995","tt0109830","Forrest Gump","nm0000709","Robert Zemeckis",NA,NA,"Forrest Gump",1994,"PG-13","06 Jul 1994","142 min","Drama, Romance","Robert Zemeckis","Winston Groom, Eric Roth","Tom Hanks, Robin Wright, Gary Sinise","The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweeth","English","United States","Won 6 Oscars. 50 wins & 75 nominations total","https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","82","8.8","1,954,453","tt0109830","movie",NA,NA,NA,NA,"8.8/10","82/100","71%",8,2021-07-09,"Prime","Feature Film"
