"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Prime","Amazon.Type"
"Best Documentary Feature",NA,"AgnÃ¨s Varda, Rosalie Varda, JR","90-2018","tt5598102","Faces Places","nm0889513","AgnÃ¨s Varda",NA,NA,"Faces Places",2017,"PG","28 Jun 2017","94 min","Documentary","JR, Agnès Varda","JR, Agnès Varda","Agnès Varda, JR, Jeannine Carpentier","Director Agnes Varda and photographer/muralist J.R. journey through rural France and form an unlikely friendship.","French","France","Nominated for 1 Oscar. 37 wins & 40 nominations total","https://m.media-amazon.com/images/M/MV5BMmUwMzJkODEtOTZjNy00ZWNkLWE4ZDItYzcyYzA2OGJhMjYwXkEyXkFqcGdeQXVyNjc0MzY3NTA@._V1_SX300.jpg","94","7.9","11,971","tt5598102","movie",NA,NA,NA,NA,"7.9/10","94/100","99%",NA,NA,NA,NA
"Best Documentary Feature",NA,"AgnÃ¨s Varda, Rosalie Varda, JR","90-2018","tt5598102","Faces Places","nm0889518","Rosalie Varda",NA,NA,"Faces Places",2017,"PG","28 Jun 2017","94 min","Documentary","JR, Agnès Varda","JR, Agnès Varda","Agnès Varda, JR, Jeannine Carpentier","Director Agnes Varda and photographer/muralist J.R. journey through rural France and form an unlikely friendship.","French","France","Nominated for 1 Oscar. 37 wins & 40 nominations total","https://m.media-amazon.com/images/M/MV5BMmUwMzJkODEtOTZjNy00ZWNkLWE4ZDItYzcyYzA2OGJhMjYwXkEyXkFqcGdeQXVyNjc0MzY3NTA@._V1_SX300.jpg","94","7.9","11,971","tt5598102","movie",NA,NA,NA,NA,"7.9/10","94/100","99%",NA,NA,NA,NA
"Best Documentary Feature",NA,"AgnÃ¨s Varda, Rosalie Varda, JR","90-2018","tt5598102","Faces Places","nm2346254","JR",NA,NA,"Faces Places",2017,"PG","28 Jun 2017","94 min","Documentary","JR, Agnès Varda","JR, Agnès Varda","Agnès Varda, JR, Jeannine Carpentier","Director Agnes Varda and photographer/muralist J.R. journey through rural France and form an unlikely friendship.","French","France","Nominated for 1 Oscar. 37 wins & 40 nominations total","https://m.media-amazon.com/images/M/MV5BMmUwMzJkODEtOTZjNy00ZWNkLWE4ZDItYzcyYzA2OGJhMjYwXkEyXkFqcGdeQXVyNjc0MzY3NTA@._V1_SX300.jpg","94","7.9","11,971","tt5598102","movie",NA,NA,NA,NA,"7.9/10","94/100","99%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Kareem Abeed, SÃ¸ren Steen Jespersen, Feras Fayyad","90-2018","tt6333074","Last Men in Aleppo","nm8719525","Kareem Abeed",NA,NA,"Last Men in Aleppo",2017,"Not Rated","27 Jun 2017","104 min","Documentary, War","Feras Fayyad, Steen Johannessen","Feras Fayyad","Khaled Umar Harah, Batul, Mahmoud","Khaled, Mahmoud and Subhi volunteer with the White Helmets trying to save lives of hundreds of victims in the besieged city of Aleppo during the Syrian Civil War.","Arabic","Denmark, Syria","Nominated for 1 Oscar. 27 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BYmYzZDA0ZDUtODc2MC00NmEyLTlkZjgtNDllOGNmNGM1OTdhXkEyXkFqcGdeQXVyNjU4Njk1NjA@._V1_SX300.jpg","80","7.4","2,817","tt6333074","movie",NA,NA,NA,NA,"7.4/10","80/100","97%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Kareem Abeed, SÃ¸ren Steen Jespersen, Feras Fayyad","90-2018","tt6333074","Last Men in Aleppo","nm1458996","SÃ¸ren Steen Jespersen",NA,NA,"Last Men in Aleppo",2017,"Not Rated","27 Jun 2017","104 min","Documentary, War","Feras Fayyad, Steen Johannessen","Feras Fayyad","Khaled Umar Harah, Batul, Mahmoud","Khaled, Mahmoud and Subhi volunteer with the White Helmets trying to save lives of hundreds of victims in the besieged city of Aleppo during the Syrian Civil War.","Arabic","Denmark, Syria","Nominated for 1 Oscar. 27 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BYmYzZDA0ZDUtODc2MC00NmEyLTlkZjgtNDllOGNmNGM1OTdhXkEyXkFqcGdeQXVyNjU4Njk1NjA@._V1_SX300.jpg","80","7.4","2,817","tt6333074","movie",NA,NA,NA,NA,"7.4/10","80/100","97%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Kareem Abeed, SÃ¸ren Steen Jespersen, Feras Fayyad","90-2018","tt6333074","Last Men in Aleppo","nm5926047","Feras Fayyad",NA,NA,"Last Men in Aleppo",2017,"Not Rated","27 Jun 2017","104 min","Documentary, War","Feras Fayyad, Steen Johannessen","Feras Fayyad","Khaled Umar Harah, Batul, Mahmoud","Khaled, Mahmoud and Subhi volunteer with the White Helmets trying to save lives of hundreds of victims in the besieged city of Aleppo during the Syrian Civil War.","Arabic","Denmark, Syria","Nominated for 1 Oscar. 27 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BYmYzZDA0ZDUtODc2MC00NmEyLTlkZjgtNDllOGNmNGM1OTdhXkEyXkFqcGdeQXVyNjU4Njk1NjA@._V1_SX300.jpg","80","7.4","2,817","tt6333074","movie",NA,NA,NA,NA,"7.4/10","80/100","97%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Yance Ford, Joslyn Barnes","90-2018","tt5873150","Strong Island","nm3496466","Yance Ford",NA,NA,"Strong Island",2017,"TV-MA","15 Sep 2017","107 min","Documentary, Crime","Yance Ford","N/A","Yance Ford, Harvey Walker, Kevin Myers","When filmmaker Yance Ford investigates the 1992 murder of a young black man, it becomes an achingly personal journey since the victim, 24-year-old William Ford Jr., was the filmmaker's brother.","English","United States, Denmark","Nominated for 1 Oscar. 13 wins & 11 nominations total","https://m.media-amazon.com/images/M/MV5BYTlmNjU3NTktNDRjZi00MDVmLThmMTAtMzJmNDM0MTdhMzZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","86","6.4","3,807","tt5873150","movie",NA,NA,NA,NA,"6.4/10","86/100","100%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Yance Ford, Joslyn Barnes","90-2018","tt5873150","Strong Island","nm0055656","Joslyn Barnes",NA,NA,"Strong Island",2017,"TV-MA","15 Sep 2017","107 min","Documentary, Crime","Yance Ford","N/A","Yance Ford, Harvey Walker, Kevin Myers","When filmmaker Yance Ford investigates the 1992 murder of a young black man, it becomes an achingly personal journey since the victim, 24-year-old William Ford Jr., was the filmmaker's brother.","English","United States, Denmark","Nominated for 1 Oscar. 13 wins & 11 nominations total","https://m.media-amazon.com/images/M/MV5BYTlmNjU3NTktNDRjZi00MDVmLThmMTAtMzJmNDM0MTdhMzZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","86","6.4","3,807","tt5873150","movie",NA,NA,NA,NA,"6.4/10","86/100","100%",NA,NA,NA,NA
"Best Documentary Feature","Winner","Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes, Shannon Dill","91-2019","tt7775622","Free Solo","nm1888091","Elizabeth Chai Vasarhelyi",NA,NA,"Free Solo",2018,"PG-13","13 Dec 2018","100 min","Documentary, Adventure, Sport","Jimmy Chin, Elizabeth Chai Vasarhelyi","N/A","Alex Honnold, Tommy Caldwell, Jimmy Chin","Alex Honnold attempts to become the first person to ever free solo climb El Capitan.","English","United States","Won 1 Oscar. 30 wins & 55 nominations total","https://m.media-amazon.com/images/M/MV5BMjMwYjcwNWQtNTQ5YS00MzVlLTkxYzMtNDIwZWIxZTE4Zjg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","83","8.2","63,128","tt7775622","movie",NA,NA,NA,NA,"8.2/10","83/100","97%",NA,NA,NA,NA
"Best Documentary Feature","Winner","Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes, Shannon Dill","91-2019","tt7775622","Free Solo","nm3011011","Jimmy Chin",NA,NA,"Free Solo",2018,"PG-13","13 Dec 2018","100 min","Documentary, Adventure, Sport","Jimmy Chin, Elizabeth Chai Vasarhelyi","N/A","Alex Honnold, Tommy Caldwell, Jimmy Chin","Alex Honnold attempts to become the first person to ever free solo climb El Capitan.","English","United States","Won 1 Oscar. 30 wins & 55 nominations total","https://m.media-amazon.com/images/M/MV5BMjMwYjcwNWQtNTQ5YS00MzVlLTkxYzMtNDIwZWIxZTE4Zjg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","83","8.2","63,128","tt7775622","movie",NA,NA,NA,NA,"8.2/10","83/100","97%",NA,NA,NA,NA
"Best Documentary Feature","Winner","Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes, Shannon Dill","91-2019","tt7775622","Free Solo","nm0371010","Evan Hayes",NA,NA,"Free Solo",2018,"PG-13","13 Dec 2018","100 min","Documentary, Adventure, Sport","Jimmy Chin, Elizabeth Chai Vasarhelyi","N/A","Alex Honnold, Tommy Caldwell, Jimmy Chin","Alex Honnold attempts to become the first person to ever free solo climb El Capitan.","English","United States","Won 1 Oscar. 30 wins & 55 nominations total","https://m.media-amazon.com/images/M/MV5BMjMwYjcwNWQtNTQ5YS00MzVlLTkxYzMtNDIwZWIxZTE4Zjg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","83","8.2","63,128","tt7775622","movie",NA,NA,NA,NA,"8.2/10","83/100","97%",NA,NA,NA,NA
"Best Documentary Feature","Winner","Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes, Shannon Dill","91-2019","tt7775622","Free Solo","nm1634261","Shannon Dill",NA,NA,"Free Solo",2018,"PG-13","13 Dec 2018","100 min","Documentary, Adventure, Sport","Jimmy Chin, Elizabeth Chai Vasarhelyi","N/A","Alex Honnold, Tommy Caldwell, Jimmy Chin","Alex Honnold attempts to become the first person to ever free solo climb El Capitan.","English","United States","Won 1 Oscar. 30 wins & 55 nominations total","https://m.media-amazon.com/images/M/MV5BMjMwYjcwNWQtNTQ5YS00MzVlLTkxYzMtNDIwZWIxZTE4Zjg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","83","8.2","63,128","tt7775622","movie",NA,NA,NA,NA,"8.2/10","83/100","97%",NA,NA,NA,NA
"Best Documentary Feature",NA,"RaMell Ross, Joslyn Barnes, Su Kim","91-2019","tt6634646","Hale County This Morning, This Evening","nm8840476","RaMell Ross",NA,NA,"Hale County This Morning, This Evening",2018,"Not Rated","14 Sep 2018","76 min","Documentary","RaMell Ross","Maya Krinsky, RaMell Ross","Latrenda 'Boosie' Ash, Quincy Bryant, Daniel Collins","A kaleidoscopic and humanistic view of the Black community in Hale County, Alabama.","English","United States","Nominated for 1 Oscar. 16 wins & 21 nominations total","https://m.media-amazon.com/images/M/MV5BNjY4ZWM5YTMtYTE3MC00MDVjLWI4ODUtZTc3NjYyZDVjNGJjXkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_SX300.jpg","85","6.4","1,967","tt6634646","movie",NA,NA,NA,NA,"6.4/10","85/100","97%",NA,NA,NA,NA
"Best Documentary Feature",NA,"RaMell Ross, Joslyn Barnes, Su Kim","91-2019","tt6634646","Hale County This Morning, This Evening","nm0055656","Joslyn Barnes",NA,NA,"Hale County This Morning, This Evening",2018,"Not Rated","14 Sep 2018","76 min","Documentary","RaMell Ross","Maya Krinsky, RaMell Ross","Latrenda 'Boosie' Ash, Quincy Bryant, Daniel Collins","A kaleidoscopic and humanistic view of the Black community in Hale County, Alabama.","English","United States","Nominated for 1 Oscar. 16 wins & 21 nominations total","https://m.media-amazon.com/images/M/MV5BNjY4ZWM5YTMtYTE3MC00MDVjLWI4ODUtZTc3NjYyZDVjNGJjXkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_SX300.jpg","85","6.4","1,967","tt6634646","movie",NA,NA,NA,NA,"6.4/10","85/100","97%",NA,NA,NA,NA
"Best Documentary Feature",NA,"RaMell Ross, Joslyn Barnes, Su Kim","91-2019","tt6634646","Hale County This Morning, This Evening","nm1756893","Su Kim",NA,NA,"Hale County This Morning, This Evening",2018,"Not Rated","14 Sep 2018","76 min","Documentary","RaMell Ross","Maya Krinsky, RaMell Ross","Latrenda 'Boosie' Ash, Quincy Bryant, Daniel Collins","A kaleidoscopic and humanistic view of the Black community in Hale County, Alabama.","English","United States","Nominated for 1 Oscar. 16 wins & 21 nominations total","https://m.media-amazon.com/images/M/MV5BNjY4ZWM5YTMtYTE3MC00MDVjLWI4ODUtZTc3NjYyZDVjNGJjXkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_SX300.jpg","85","6.4","1,967","tt6634646","movie",NA,NA,NA,NA,"6.4/10","85/100","97%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Bing Liu, Diane Moy Quon","91-2019","tt7476236","Minding the Gap","nm3294913","Bing Liu",NA,NA,"Minding the Gap",2018,"Not Rated","17 Aug 2018","93 min","Documentary, Sport","Bing Liu","N/A","Keire Johnson, Bing Liu, Zack Mulligan","Three young men bond together to escape volatile families in their Rust-Belt hometown. As they face adult responsibilities, unexpected revelations threaten their decade-long friendship.","English","United States","Nominated for 1 Oscar. 59 wins & 54 nominations total","https://m.media-amazon.com/images/M/MV5BMTA0MDk4MzMwOTBeQTJeQWpwZ15BbWU4MDE3MzYxOTUz._V1_SX300.jpg","90","8.1","9,108","tt7476236","movie",NA,NA,NA,NA,"8.1/10","90/100","100%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Bing Liu, Diane Moy Quon","91-2019","tt7476236","Minding the Gap","nm8568884","Diane Moy Quon",NA,NA,"Minding the Gap",2018,"Not Rated","17 Aug 2018","93 min","Documentary, Sport","Bing Liu","N/A","Keire Johnson, Bing Liu, Zack Mulligan","Three young men bond together to escape volatile families in their Rust-Belt hometown. As they face adult responsibilities, unexpected revelations threaten their decade-long friendship.","English","United States","Nominated for 1 Oscar. 59 wins & 54 nominations total","https://m.media-amazon.com/images/M/MV5BMTA0MDk4MzMwOTBeQTJeQWpwZ15BbWU4MDE3MzYxOTUz._V1_SX300.jpg","90","8.1","9,108","tt7476236","movie",NA,NA,NA,NA,"8.1/10","90/100","100%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Talal Derki, Ansgar Frerich, Eva Kemme, Tobias Siebert","91-2019","tt7519174","Of Fathers and Sons","nm5957513","Talal Derki",NA,NA,"Of Fathers and Sons",2017,"Not Rated","16 Nov 2018","99 min","Documentary, War","Talal Derki","Talal Derki, Abd-Elhamed Emad Taha","Tia Alkerdi, Yara Ibrahim, Abu Osama","Talal Derki returns to his homeland where he gains the trust of a radical Islamist family, sharing their daily life for over two years.","Arabic","Germany, United States, Syria, Lebanon, Netherlands, Qatar","Nominated for 1 Oscar. 23 wins & 22 nominations total","https://m.media-amazon.com/images/M/MV5BNWM5NjkwMzgtNTczYi00YzQ2LWFjYmQtYzYwZjcyYWFmMWZmXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg","70","7.3","2,383","tt7519174","movie",NA,NA,NA,NA,"7.3/10","70/100","95%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Talal Derki, Ansgar Frerich, Eva Kemme, Tobias Siebert","91-2019","tt7519174","Of Fathers and Sons","nm1236527","Ansgar Frerich",NA,NA,"Of Fathers and Sons",2017,"Not Rated","16 Nov 2018","99 min","Documentary, War","Talal Derki","Talal Derki, Abd-Elhamed Emad Taha","Tia Alkerdi, Yara Ibrahim, Abu Osama","Talal Derki returns to his homeland where he gains the trust of a radical Islamist family, sharing their daily life for over two years.","Arabic","Germany, United States, Syria, Lebanon, Netherlands, Qatar","Nominated for 1 Oscar. 23 wins & 22 nominations total","https://m.media-amazon.com/images/M/MV5BNWM5NjkwMzgtNTczYi00YzQ2LWFjYmQtYzYwZjcyYWFmMWZmXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg","70","7.3","2,383","tt7519174","movie",NA,NA,NA,NA,"7.3/10","70/100","95%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Talal Derki, Ansgar Frerich, Eva Kemme, Tobias Siebert","91-2019","tt7519174","Of Fathers and Sons","nm1936245","Eva Kemme",NA,NA,"Of Fathers and Sons",2017,"Not Rated","16 Nov 2018","99 min","Documentary, War","Talal Derki","Talal Derki, Abd-Elhamed Emad Taha","Tia Alkerdi, Yara Ibrahim, Abu Osama","Talal Derki returns to his homeland where he gains the trust of a radical Islamist family, sharing their daily life for over two years.","Arabic","Germany, United States, Syria, Lebanon, Netherlands, Qatar","Nominated for 1 Oscar. 23 wins & 22 nominations total","https://m.media-amazon.com/images/M/MV5BNWM5NjkwMzgtNTczYi00YzQ2LWFjYmQtYzYwZjcyYWFmMWZmXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg","70","7.3","2,383","tt7519174","movie",NA,NA,NA,NA,"7.3/10","70/100","95%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Talal Derki, Ansgar Frerich, Eva Kemme, Tobias Siebert","91-2019","tt7519174","Of Fathers and Sons","nm1250460","Tobias Siebert",NA,NA,"Of Fathers and Sons",2017,"Not Rated","16 Nov 2018","99 min","Documentary, War","Talal Derki","Talal Derki, Abd-Elhamed Emad Taha","Tia Alkerdi, Yara Ibrahim, Abu Osama","Talal Derki returns to his homeland where he gains the trust of a radical Islamist family, sharing their daily life for over two years.","Arabic","Germany, United States, Syria, Lebanon, Netherlands, Qatar","Nominated for 1 Oscar. 23 wins & 22 nominations total","https://m.media-amazon.com/images/M/MV5BNWM5NjkwMzgtNTczYi00YzQ2LWFjYmQtYzYwZjcyYWFmMWZmXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg","70","7.3","2,383","tt7519174","movie",NA,NA,NA,NA,"7.3/10","70/100","95%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Betsy West, Julie Cohen","91-2019","tt7689964","RBG","nm1723335","Betsy West",NA,NA,"RBG",2018,"PG","26 Jul 2018","98 min","Documentary, Biography","Julie Cohen, Betsy West","N/A","Ruth Bader Ginsburg, Ann Kittner, Harryette Helsel","The exceptional life and career of U.S. Supreme Court Justice Ruth Bader Ginsburg, who has developed a breathtaking legal legacy while becoming an unexpected pop culture icon.","English, Italian, German, French","United States","Nominated for 2 Oscars. 13 wins & 51 nominations total","https://m.media-amazon.com/images/M/MV5BNTE4Nzc0NDU3Nl5BMl5BanBnXkFtZTgwODIzMTQzNTM@._V1_SX300.jpg","71","7.6","13,909","tt7689964","movie",NA,NA,NA,NA,"7.6/10","71/100","93%",6,2021-08-20,NA,NA
"Best Documentary Feature",NA,"Betsy West, Julie Cohen","91-2019","tt7689964","RBG","nm3792517","Julie Cohen",NA,NA,"RBG",2018,"PG","26 Jul 2018","98 min","Documentary, Biography","Julie Cohen, Betsy West","N/A","Ruth Bader Ginsburg, Ann Kittner, Harryette Helsel","The exceptional life and career of U.S. Supreme Court Justice Ruth Bader Ginsburg, who has developed a breathtaking legal legacy while becoming an unexpected pop culture icon.","English, Italian, German, French","United States","Nominated for 2 Oscars. 13 wins & 51 nominations total","https://m.media-amazon.com/images/M/MV5BNTE4Nzc0NDU3Nl5BMl5BanBnXkFtZTgwODIzMTQzNTM@._V1_SX300.jpg","71","7.6","13,909","tt7689964","movie",NA,NA,NA,NA,"7.6/10","71/100","93%",6,2021-08-20,NA,NA
"Best Documentary Feature","Winner","Steven Bognar, Julia Reichert, Jeff Reichert","92-2020","tt9351980","American Factory","nm0091840","Steven Bognar",NA,NA,"American Factory",2019,"TV-14","21 Aug 2019","110 min","Documentary","Steven Bognar, Julia Reichert","N/A","Junming 'Jimmy' Wang, Robert Allen, Sherrod Brown","In post-industrial Ohio, a Chinese billionaire opens a factory in an abandoned General Motors plant, hiring two thousand Americans. Early days of hope and optimism give way to setbacks as high-tech China clashes with working-class Am","English, Mandarin","United States","Won 1 Oscar. 19 wins & 50 nominations total","https://m.media-amazon.com/images/M/MV5BNWFkMDY1MjItZmNkOS00MDg2LWFlMjMtZWU3YmM0MmY3MWM3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg","86","7.4","20,696","tt9351980","movie",NA,NA,NA,NA,"7.4/10","86/100","96%",NA,NA,NA,NA
"Best Documentary Feature","Winner","Steven Bognar, Julia Reichert, Jeff Reichert","92-2020","tt9351980","American Factory","nm0717064","Julia Reichert",NA,NA,"American Factory",2019,"TV-14","21 Aug 2019","110 min","Documentary","Steven Bognar, Julia Reichert","N/A","Junming 'Jimmy' Wang, Robert Allen, Sherrod Brown","In post-industrial Ohio, a Chinese billionaire opens a factory in an abandoned General Motors plant, hiring two thousand Americans. Early days of hope and optimism give way to setbacks as high-tech China clashes with working-class Am","English, Mandarin","United States","Won 1 Oscar. 19 wins & 50 nominations total","https://m.media-amazon.com/images/M/MV5BNWFkMDY1MjItZmNkOS00MDg2LWFlMjMtZWU3YmM0MmY3MWM3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg","86","7.4","20,696","tt9351980","movie",NA,NA,NA,NA,"7.4/10","86/100","96%",NA,NA,NA,NA
"Best Documentary Feature","Winner","Steven Bognar, Julia Reichert, Jeff Reichert","92-2020","tt9351980","American Factory","nm1630563","Jeff Reichert",NA,NA,"American Factory",2019,"TV-14","21 Aug 2019","110 min","Documentary","Steven Bognar, Julia Reichert","N/A","Junming 'Jimmy' Wang, Robert Allen, Sherrod Brown","In post-industrial Ohio, a Chinese billionaire opens a factory in an abandoned General Motors plant, hiring two thousand Americans. Early days of hope and optimism give way to setbacks as high-tech China clashes with working-class Am","English, Mandarin","United States","Won 1 Oscar. 19 wins & 50 nominations total","https://m.media-amazon.com/images/M/MV5BNWFkMDY1MjItZmNkOS00MDg2LWFlMjMtZWU3YmM0MmY3MWM3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg","86","7.4","20,696","tt9351980","movie",NA,NA,NA,NA,"7.4/10","86/100","96%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Waad Al-Kateab, Edward Watts","92-2020","tt9617456","For Sama","nm10408302","Waad Al-Kateab",NA,NA,"For Sama",2019,"TV-PG","26 Jul 2019","100 min","Documentary, War","Waad Al-Kateab, Edward Watts","N/A","Waad Al-Kateab, Hamza Al-Khateab, Sama Al-Khateab","FOR SAMA is both an intimate and epic journey into the female experience of war.","Arabic, English","United Kingdom, Syria, United States","Nominated for 1 Oscar. 71 wins & 51 nominations total","https://m.media-amazon.com/images/M/MV5BYzE2NWE0OWEtMjk5NS00OWYwLWEwNzQtMGFhZTIzYTgxZjI0XkEyXkFqcGdeQXVyNDY2NDMxNDY@._V1_SX300.jpg","89","8.5","11,012","tt9617456","movie",NA,NA,NA,NA,"8.5/10","89/100","98%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Waad Al-Kateab, Edward Watts","92-2020","tt9617456","For Sama","nm3117666","Edward Watts",NA,NA,"For Sama",2019,"TV-PG","26 Jul 2019","100 min","Documentary, War","Waad Al-Kateab, Edward Watts","N/A","Waad Al-Kateab, Hamza Al-Khateab, Sama Al-Khateab","FOR SAMA is both an intimate and epic journey into the female experience of war.","Arabic, English","United Kingdom, Syria, United States","Nominated for 1 Oscar. 71 wins & 51 nominations total","https://m.media-amazon.com/images/M/MV5BYzE2NWE0OWEtMjk5NS00OWYwLWEwNzQtMGFhZTIzYTgxZjI0XkEyXkFqcGdeQXVyNDY2NDMxNDY@._V1_SX300.jpg","89","8.5","11,012","tt9617456","movie",NA,NA,NA,NA,"8.5/10","89/100","98%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Ljubomir Stefanov, Tamara Kotevska, Atanas Georgiev","92-2020","tt8991268","Honeyland","nm10118100","Ljubomir Stefanov",NA,NA,"Honeyland",2019,"Unrated","26 Jul 2019","89 min","Documentary, Drama","Tamara Kotevska, Ljubomir Stefanov","Tamara Kotevska, Ljubomir Stefanov","Hatidze Muratova, Nazife Muratova, Hussein Sam","The last female bee-hunter in Europe must save the bees and return the natural balance in Honeyland, when a family of nomadic beekeepers invade her land and threaten her livelihood.","Turkish, Macedonian, Serbo-Croatian, Bosnian","Republic of Macedonia","Nominated for 2 Oscars. 37 wins & 54 nominations total","https://m.media-amazon.com/images/M/MV5BNzYyNjFmOWEtMzQxMi00MmUwLWE4MmQtZWFhNTRkZTI0MmJmXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_SX300.jpg","85","8.0","16,964","tt8991268","movie",NA,NA,NA,NA,"8.0/10","85/100","100%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Ljubomir Stefanov, Tamara Kotevska, Atanas Georgiev","92-2020","tt8991268","Honeyland","nm9393813","Tamara Kotevska",NA,NA,"Honeyland",2019,"Unrated","26 Jul 2019","89 min","Documentary, Drama","Tamara Kotevska, Ljubomir Stefanov","Tamara Kotevska, Ljubomir Stefanov","Hatidze Muratova, Nazife Muratova, Hussein Sam","The last female bee-hunter in Europe must save the bees and return the natural balance in Honeyland, when a family of nomadic beekeepers invade her land and threaten her livelihood.","Turkish, Macedonian, Serbo-Croatian, Bosnian","Republic of Macedonia","Nominated for 2 Oscars. 37 wins & 54 nominations total","https://m.media-amazon.com/images/M/MV5BNzYyNjFmOWEtMzQxMi00MmUwLWE4MmQtZWFhNTRkZTI0MmJmXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_SX300.jpg","85","8.0","16,964","tt8991268","movie",NA,NA,NA,NA,"8.0/10","85/100","100%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Ljubomir Stefanov, Tamara Kotevska, Atanas Georgiev","92-2020","tt8991268","Honeyland","nm1389493","Atanas Georgiev",NA,NA,"Honeyland",2019,"Unrated","26 Jul 2019","89 min","Documentary, Drama","Tamara Kotevska, Ljubomir Stefanov","Tamara Kotevska, Ljubomir Stefanov","Hatidze Muratova, Nazife Muratova, Hussein Sam","The last female bee-hunter in Europe must save the bees and return the natural balance in Honeyland, when a family of nomadic beekeepers invade her land and threaten her livelihood.","Turkish, Macedonian, Serbo-Croatian, Bosnian","Republic of Macedonia","Nominated for 2 Oscars. 37 wins & 54 nominations total","https://m.media-amazon.com/images/M/MV5BNzYyNjFmOWEtMzQxMi00MmUwLWE4MmQtZWFhNTRkZTI0MmJmXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_SX300.jpg","85","8.0","16,964","tt8991268","movie",NA,NA,NA,NA,"8.0/10","85/100","100%",NA,NA,NA,NA
"Best Documentary Feature",NA,"Feras Fayyad, Kirstine Barfod, Sigrid DyekjÃ¦r","92-2020","tt7178226","The Cave","nm5926047","Feras Fayyad",NA,NA,"The Cave",2019,"PG-13","18 Oct 2019","107 min","Documentary, War","Feras Fayyad","Alisar Hasan, Feras Fayyad","Yara Ibrahim, Amani Ballour, Salim Namour","Amidst air strikes and bombings, a group of female doctors in Ghouta, Syria struggle with systemic sexism while trying to care for the injured using limited resources.","Arabic, English","Denmark, Germany, France, United Kingdom, United States, Qatar, Syria","Nominated for 1 Oscar. 21 wins & 23 nominations total","https://m.media-amazon.com/images/M/MV5BM2RiZjcxMmMtZGFhOS00MGU4LTk0YTItZGRmZTc0ZmM2Y2MzXkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_SX300.jpg","83","7.5","2,679","tt7178226","movie",NA,NA,NA,NA,"7.5/10","83/100","97%",NA,NA,NA,NA
