"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Prime","Amazon.Type"
"Best Animated Feature Film of the Year",NA,"Travis Knight, Arianne Sutner","89-2017","tt4302938","Kubo and the Two Strings","nm1750312","Arianne Sutner",NA,NA,"Kubo and the Two Strings",2016,"PG","19 Aug 2016","101 min","Animation, Action, Adventure","Travis Knight","Marc Haimes, Chris Butler, Shannon Tindle","Charlize Theron, Art Parkinson, Matthew McConaughey","A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.","English","United States, Japan","Nominated for 2 Oscars. 33 wins & 67 nominations total","https://m.media-amazon.com/images/M/MV5BMjA2Mzg2NDMzNl5BMl5BanBnXkFtZTgwMjcwODUzOTE@._V1_SX300.jpg","84","7.8","125,380","tt4302938","movie",NA,NA,NA,NA,"7.8/10","84/100","97%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Ron Clements, John Musker, Osnat Shurer","89-2017","tt3521164","Moana","nm0166256","Ron Clements",NA,NA,"Moana",2016,"PG","23 Nov 2016","107 min","Animation, Adventure, Comedy","Ron Clements, John Musker, Don Hall","Jared Bush, Ron Clements, John Musker","Auli'i Cravalho, Dwayne Johnson, Rachel House","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.","English, French","United States","Nominated for 2 Oscars. 20 wins & 90 nominations total","https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_SX300.jpg","81","7.6","307,523","tt3521164","movie",NA,NA,NA,NA,"7.6/10","81/100","95%",7,2021-07-11,NA,NA
"Best Animated Feature Film of the Year",NA,"Ron Clements, John Musker, Osnat Shurer","89-2017","tt3521164","Moana","nm0615780","John Musker",NA,NA,"Moana",2016,"PG","23 Nov 2016","107 min","Animation, Adventure, Comedy","Ron Clements, John Musker, Don Hall","Jared Bush, Ron Clements, John Musker","Auli'i Cravalho, Dwayne Johnson, Rachel House","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.","English, French","United States","Nominated for 2 Oscars. 20 wins & 90 nominations total","https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_SX300.jpg","81","7.6","307,523","tt3521164","movie",NA,NA,NA,NA,"7.6/10","81/100","95%",7,2021-07-11,NA,NA
"Best Animated Feature Film of the Year",NA,"Ron Clements, John Musker, Osnat Shurer","89-2017","tt3521164","Moana","nm1575873","Osnat Shurer",NA,NA,"Moana",2016,"PG","23 Nov 2016","107 min","Animation, Adventure, Comedy","Ron Clements, John Musker, Don Hall","Jared Bush, Ron Clements, John Musker","Auli'i Cravalho, Dwayne Johnson, Rachel House","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.","English, French","United States","Nominated for 2 Oscars. 20 wins & 90 nominations total","https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_SX300.jpg","81","7.6","307,523","tt3521164","movie",NA,NA,NA,NA,"7.6/10","81/100","95%",7,2021-07-11,NA,NA
"Best Animated Feature Film of the Year",NA,"Claude Barras, Max Karli","89-2017","tt2321405","My Life as a Zucchini","nm1957706","Claude Barras",NA,NA,"My Life as a Zucchini",2016,"PG-13","24 Feb 2017","70 min","Animation, Comedy, Drama","Claude Barras","Céline Sciamma, Claude Barras, Morgan Navarro","Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud","After losing his mother, a young boy is sent to a foster home with other orphans his age where he begins to learn the meaning of trust and true love.","French","Switzerland, France","Nominated for 1 Oscar. 23 wins & 23 nominations total","https://m.media-amazon.com/images/M/MV5BZWVmOTQ2NTQtN2U3OS00YjMxLThmNDAtNDg3NmMzMTgzNWYwXkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_SX300.jpg","85","7.8","24,125","tt2321405","movie",NA,NA,NA,NA,"7.8/10","85/100","99%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Claude Barras, Max Karli","89-2017","tt2321405","My Life as a Zucchini","nm1519403","Max Karli",NA,NA,"My Life as a Zucchini",2016,"PG-13","24 Feb 2017","70 min","Animation, Comedy, Drama","Claude Barras","Céline Sciamma, Claude Barras, Morgan Navarro","Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud","After losing his mother, a young boy is sent to a foster home with other orphans his age where he begins to learn the meaning of trust and true love.","French","Switzerland, France","Nominated for 1 Oscar. 23 wins & 23 nominations total","https://m.media-amazon.com/images/M/MV5BZWVmOTQ2NTQtN2U3OS00YjMxLThmNDAtNDg3NmMzMTgzNWYwXkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_SX300.jpg","85","7.8","24,125","tt2321405","movie",NA,NA,NA,NA,"7.8/10","85/100","99%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Michael Dudok de Wit, Toshio Suzuki","89-2017","tt3666024","The Red Turtle","nm0240196","Michael Dudok de Wit",NA,NA,"The Red Turtle",2016,"PG","20 Jan 2017","80 min","Animation, Family, Fantasy","Michael Dudok de Wit","Michael Dudok de Wit, Pascale Ferran","Emmanuel Garijo, Tom Hudson, Baptiste Goy","A man is shipwrecked on a deserted island and encounters a red turtle, which changes his life.","None","France, Belgium, Japan","Nominated for 1 Oscar. 13 wins & 34 nominations total","https://m.media-amazon.com/images/M/MV5BNGZlYzFhNmYtMmJhMS00YTk5LWI3MDAtZmZhZTM0YzFlYjAxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","86","7.5","33,971","tt3666024","movie",NA,NA,NA,NA,"7.5/10","86/100","93%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Michael Dudok de Wit, Toshio Suzuki","89-2017","tt3666024","The Red Turtle","nm0840699","Toshio Suzuki",NA,NA,"The Red Turtle",2016,"PG","20 Jan 2017","80 min","Animation, Family, Fantasy","Michael Dudok de Wit","Michael Dudok de Wit, Pascale Ferran","Emmanuel Garijo, Tom Hudson, Baptiste Goy","A man is shipwrecked on a deserted island and encounters a red turtle, which changes his life.","None","France, Belgium, Japan","Nominated for 1 Oscar. 13 wins & 34 nominations total","https://m.media-amazon.com/images/M/MV5BNGZlYzFhNmYtMmJhMS00YTk5LWI3MDAtZmZhZTM0YzFlYjAxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","86","7.5","33,971","tt3666024","movie",NA,NA,NA,NA,"7.5/10","86/100","93%",NA,NA,NA,NA
"Best Animated Feature Film","Winner","Lee Unkrich, Darla K. Anderson","90-2018","tt2380307","Coco","nm0881279","Lee Unkrich",NA,NA,"Coco",2017,"PG","22 Nov 2017","105 min","Animation, Adventure, Comedy","Lee Unkrich, Adrian Molina","Lee Unkrich, Jason Katz, Matthew Aldrich","Anthony Gonzalez, Gael García Bernal, Benjamin Bratt","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","English, Spanish","United States","Won 2 Oscars. 109 wins & 40 nominations total","https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_SX300.jpg","81","8.4","456,009","tt2380307","movie",NA,NA,NA,NA,"8.4/10","81/100","97%",9,2021-07-09,NA,NA
"Best Animated Feature Film","Winner","Lee Unkrich, Darla K. Anderson","90-2018","tt2380307","Coco","nm0026565","Darla K. Anderson",NA,NA,"Coco",2017,"PG","22 Nov 2017","105 min","Animation, Adventure, Comedy","Lee Unkrich, Adrian Molina","Lee Unkrich, Jason Katz, Matthew Aldrich","Anthony Gonzalez, Gael García Bernal, Benjamin Bratt","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","English, Spanish","United States","Won 2 Oscars. 109 wins & 40 nominations total","https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_SX300.jpg","81","8.4","456,009","tt2380307","movie",NA,NA,NA,NA,"8.4/10","81/100","97%",9,2021-07-09,NA,NA
"Best Animated Feature Film",NA,"Carlos Saldanha","90-2018","tt3411444","Ferdinand","nm0757858","Carlos Saldanha",NA,NA,"Ferdinand",2017,"PG","15 Dec 2017","108 min","Animation, Adventure, Comedy","Carlos Saldanha","Robert L. Baird, Tim Federle, Brad Copeland","John Cena, Kate McKinnon, Bobby Cannavale","After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.","English, Spanish, German","United States","Nominated for 1 Oscar. 2 wins & 20 nominations total","https://m.media-amazon.com/images/M/MV5BOTIwMDI0NjQ4OF5BMl5BanBnXkFtZTgwNjU0MzAyNDM@._V1_SX300.jpg","58","6.8","54,346","tt3411444","movie",NA,NA,NA,NA,"6.8/10","58/100","72%",NA,NA,NA,NA
"Best Animated Feature Film",NA,"Dorota Kobiela, Hugh Welchman, Ivan Mactaggart","90-2018","tt3262342","Loving Vincent","nm3699790","Dorota Kobiela",NA,NA,"Loving Vincent",2017,"PG-13","22 Sep 2017","94 min","Animation, Biography, Crime","Dorota Kobiela, Hugh Welchman","Dorota Kobiela, Hugh Welchman, Jacek Dehnel","Douglas Booth, Jerome Flynn, Robert Gulaczyk","In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.","English","Poland, United Kingdom, United States, Switzerland, Netherlands","Nominated for 1 Oscar. 23 wins & 53 nominations total","https://m.media-amazon.com/images/M/MV5BMTU3NjE2NjgwN15BMl5BanBnXkFtZTgwNDYzMzEwMzI@._V1_SX300.jpg","62","7.8","55,707","tt3262342","movie",NA,NA,NA,NA,"7.8/10","62/100","84%",NA,NA,NA,NA
"Best Animated Feature Film",NA,"Dorota Kobiela, Hugh Welchman, Ivan Mactaggart","90-2018","tt3262342","Loving Vincent","nm1364790","Hugh Welchman",NA,NA,"Loving Vincent",2017,"PG-13","22 Sep 2017","94 min","Animation, Biography, Crime","Dorota Kobiela, Hugh Welchman","Dorota Kobiela, Hugh Welchman, Jacek Dehnel","Douglas Booth, Jerome Flynn, Robert Gulaczyk","In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.","English","Poland, United Kingdom, United States, Switzerland, Netherlands","Nominated for 1 Oscar. 23 wins & 53 nominations total","https://m.media-amazon.com/images/M/MV5BMTU3NjE2NjgwN15BMl5BanBnXkFtZTgwNDYzMzEwMzI@._V1_SX300.jpg","62","7.8","55,707","tt3262342","movie",NA,NA,NA,NA,"7.8/10","62/100","84%",NA,NA,NA,NA
"Best Animated Feature Film",NA,"Dorota Kobiela, Hugh Welchman, Ivan Mactaggart","90-2018","tt3262342","Loving Vincent","nm1597847","Ivan Mactaggart",NA,NA,"Loving Vincent",2017,"PG-13","22 Sep 2017","94 min","Animation, Biography, Crime","Dorota Kobiela, Hugh Welchman","Dorota Kobiela, Hugh Welchman, Jacek Dehnel","Douglas Booth, Jerome Flynn, Robert Gulaczyk","In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.","English","Poland, United Kingdom, United States, Switzerland, Netherlands","Nominated for 1 Oscar. 23 wins & 53 nominations total","https://m.media-amazon.com/images/M/MV5BMTU3NjE2NjgwN15BMl5BanBnXkFtZTgwNDYzMzEwMzI@._V1_SX300.jpg","62","7.8","55,707","tt3262342","movie",NA,NA,NA,NA,"7.8/10","62/100","84%",NA,NA,NA,NA
"Best Animated Feature Film",NA,"Tom McGrath, Ramsey Naito","90-2018","tt3874544","The Boss Baby","nm0569891","Tom McGrath",NA,NA,"The Boss Baby",2017,"PG","31 Mar 2017","97 min","Animation, Adventure, Comedy","Tom McGrath","Michael McCullers, Marla Frazee","Alec Baldwin, Steve Buscemi, Jimmy Kimmel","A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.","English, Spanish","United States","Nominated for 1 Oscar. 4 wins & 21 nominations total","https://m.media-amazon.com/images/M/MV5BMTg5MzUxNzgxNV5BMl5BanBnXkFtZTgwMTM2NzQ3MjI@._V1_SX300.jpg","50","6.3","120,403","tt3874544","movie",NA,NA,NA,NA,"6.3/10","50/100","53%",NA,NA,NA,NA
"Best Animated Feature Film",NA,"Tom McGrath, Ramsey Naito","90-2018","tt3874544","The Boss Baby","nm0619820","Ramsey Naito",NA,NA,"The Boss Baby",2017,"PG","31 Mar 2017","97 min","Animation, Adventure, Comedy","Tom McGrath","Michael McCullers, Marla Frazee","Alec Baldwin, Steve Buscemi, Jimmy Kimmel","A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.","English, Spanish","United States","Nominated for 1 Oscar. 4 wins & 21 nominations total","https://m.media-amazon.com/images/M/MV5BMTg5MzUxNzgxNV5BMl5BanBnXkFtZTgwMTM2NzQ3MjI@._V1_SX300.jpg","50","6.3","120,403","tt3874544","movie",NA,NA,NA,NA,"6.3/10","50/100","53%",NA,NA,NA,NA
"Best Animated Feature Film",NA,"Nora Twomey, Anthony Leo","90-2018","tt3901826","The Breadwinner","nm1316072","Nora Twomey",NA,NA,"The Breadwinner",2017,"PG-13","17 Nov 2017","94 min","Animation, Drama, Family","Nora Twomey","Anita Doron, Deborah Ellis","Saara Chaudry, Soma Chhaya, Noorin Gulamgaus","In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.","English","Ireland, Canada, Luxembourg, United States","Nominated for 1 Oscar. 22 wins & 56 nominations total","https://m.media-amazon.com/images/M/MV5BMWM2MzQ4YTAtMTBkZS00ODA1LWFmNTEtMjEwNzk3ZGJiZDc3XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg","78","7.7","24,236","tt3901826","movie",NA,NA,NA,NA,"7.7/10","78/100","95%",NA,NA,NA,NA
"Best Animated Feature Film",NA,"Nora Twomey, Anthony Leo","90-2018","tt3901826","The Breadwinner","nm1479800","Anthony Leo",NA,NA,"The Breadwinner",2017,"PG-13","17 Nov 2017","94 min","Animation, Drama, Family","Nora Twomey","Anita Doron, Deborah Ellis","Saara Chaudry, Soma Chhaya, Noorin Gulamgaus","In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.","English","Ireland, Canada, Luxembourg, United States","Nominated for 1 Oscar. 22 wins & 56 nominations total","https://m.media-amazon.com/images/M/MV5BMWM2MzQ4YTAtMTBkZS00ODA1LWFmNTEtMjEwNzk3ZGJiZDc3XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg","78","7.7","24,236","tt3901826","movie",NA,NA,NA,NA,"7.7/10","78/100","95%",NA,NA,NA,NA
"Best Animated Feature Film","Winner","Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord, Christopher Miller","91-2019","tt4633694","Spider-Man: Into the Spider-Verse","nm2130108","Bob Persichetti",NA,NA,"Spider-Man: Into the Spider-Verse",2018,"PG","14 Dec 2018","117 min","Animation, Action, Adventure","Bob Persichetti, Peter Ramsey, Rodney Rothman","Phil Lord, Rodney Rothman","Shameik Moore, Jake Johnson, Hailee Steinfeld","Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","English, Spanish","United States","Won 1 Oscar. 81 wins & 58 nominations total","https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_SX300.jpg","87","8.4","465,503","tt4633694","movie",NA,NA,NA,NA,"8.4/10","87/100","97%",10,2021-07-09,NA,NA
"Best Animated Feature Film","Winner","Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord, Christopher Miller","91-2019","tt4633694","Spider-Man: Into the Spider-Verse","nm0709056","Peter Ramsey",NA,NA,"Spider-Man: Into the Spider-Verse",2018,"PG","14 Dec 2018","117 min","Animation, Action, Adventure","Bob Persichetti, Peter Ramsey, Rodney Rothman","Phil Lord, Rodney Rothman","Shameik Moore, Jake Johnson, Hailee Steinfeld","Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","English, Spanish","United States","Won 1 Oscar. 81 wins & 58 nominations total","https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_SX300.jpg","87","8.4","465,503","tt4633694","movie",NA,NA,NA,NA,"8.4/10","87/100","97%",10,2021-07-09,NA,NA
"Best Animated Feature Film","Winner","Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord, Christopher Miller","91-2019","tt4633694","Spider-Man: Into the Spider-Verse","nm0745247","Rodney Rothman",NA,NA,"Spider-Man: Into the Spider-Verse",2018,"PG","14 Dec 2018","117 min","Animation, Action, Adventure","Bob Persichetti, Peter Ramsey, Rodney Rothman","Phil Lord, Rodney Rothman","Shameik Moore, Jake Johnson, Hailee Steinfeld","Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","English, Spanish","United States","Won 1 Oscar. 81 wins & 58 nominations total","https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_SX300.jpg","87","8.4","465,503","tt4633694","movie",NA,NA,NA,NA,"8.4/10","87/100","97%",10,2021-07-09,NA,NA
"Best Animated Feature Film","Winner","Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord, Christopher Miller","91-2019","tt4633694","Spider-Man: Into the Spider-Verse","nm0520488","Phil Lord",NA,NA,"Spider-Man: Into the Spider-Verse",2018,"PG","14 Dec 2018","117 min","Animation, Action, Adventure","Bob Persichetti, Peter Ramsey, Rodney Rothman","Phil Lord, Rodney Rothman","Shameik Moore, Jake Johnson, Hailee Steinfeld","Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","English, Spanish","United States","Won 1 Oscar. 81 wins & 58 nominations total","https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_SX300.jpg","87","8.4","465,503","tt4633694","movie",NA,NA,NA,NA,"8.4/10","87/100","97%",10,2021-07-09,NA,NA
"Best Animated Feature Film","Winner","Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord, Christopher Miller","91-2019","tt4633694","Spider-Man: Into the Spider-Verse","nm0588087","Christopher Miller",NA,NA,"Spider-Man: Into the Spider-Verse",2018,"PG","14 Dec 2018","117 min","Animation, Action, Adventure","Bob Persichetti, Peter Ramsey, Rodney Rothman","Phil Lord, Rodney Rothman","Shameik Moore, Jake Johnson, Hailee Steinfeld","Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","English, Spanish","United States","Won 1 Oscar. 81 wins & 58 nominations total","https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_SX300.jpg","87","8.4","465,503","tt4633694","movie",NA,NA,NA,NA,"8.4/10","87/100","97%",10,2021-07-09,NA,NA
"Best Animated Feature Film",NA,"Brad Bird, John Walker, Nicole Paradis Grindle","91-2019","tt3606756","Incredibles 2","nm0083348","Brad Bird",NA,NA,"Incredibles 2",2018,"PG","15 Jun 2018","118 min","Animation, Action, Adventure","Brad Bird","Brad Bird","Craig T. Nelson, Holly Hunter, Sarah Vowell","The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.","English","United States","Nominated for 1 Oscar. 12 wins & 80 nominations total","https://m.media-amazon.com/images/M/MV5BMTEzNzY0OTg0NTdeQTJeQWpwZ15BbWU4MDU3OTg3MjUz._V1_SX300.jpg","80","7.6","277,345","tt3606756","movie",NA,NA,NA,NA,"7.6/10","80/100","93%",7,2021-07-14,NA,NA
"Best Animated Feature Film",NA,"Brad Bird, John Walker, Nicole Paradis Grindle","91-2019","tt3606756","Incredibles 2","nm0907869","John Walker",NA,NA,"Incredibles 2",2018,"PG","15 Jun 2018","118 min","Animation, Action, Adventure","Brad Bird","Brad Bird","Craig T. Nelson, Holly Hunter, Sarah Vowell","The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.","English","United States","Nominated for 1 Oscar. 12 wins & 80 nominations total","https://m.media-amazon.com/images/M/MV5BMTEzNzY0OTg0NTdeQTJeQWpwZ15BbWU4MDU3OTg3MjUz._V1_SX300.jpg","80","7.6","277,345","tt3606756","movie",NA,NA,NA,NA,"7.6/10","80/100","93%",7,2021-07-14,NA,NA
"Best Animated Feature Film",NA,"Brad Bird, John Walker, Nicole Paradis Grindle","91-2019","tt3606756","Incredibles 2","nm0342430","Nicole Paradis Grindle",NA,NA,"Incredibles 2",2018,"PG","15 Jun 2018","118 min","Animation, Action, Adventure","Brad Bird","Brad Bird","Craig T. Nelson, Holly Hunter, Sarah Vowell","The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.","English","United States","Nominated for 1 Oscar. 12 wins & 80 nominations total","https://m.media-amazon.com/images/M/MV5BMTEzNzY0OTg0NTdeQTJeQWpwZ15BbWU4MDU3OTg3MjUz._V1_SX300.jpg","80","7.6","277,345","tt3606756","movie",NA,NA,NA,NA,"7.6/10","80/100","93%",7,2021-07-14,NA,NA
"Best Animated Feature Film",NA,"Wes Anderson, Scott Rudin, Steven Rales, Jeremy Dawson","91-2019","tt5104604","Isle of Dogs","nm0027572","Wes Anderson",NA,NA,"Isle of Dogs",2018,"PG-13","13 Apr 2018","101 min","Animation, Adventure, Comedy","Wes Anderson","Wes Anderson, Roman Coppola, Jason Schwartzman","Bryan Cranston, Koyu Rankin, Edward Norton","Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.","English, Japanese","United States, Germany, United Kingdom","Nominated for 2 Oscars. 34 wins & 94 nominations total","https://m.media-amazon.com/images/M/MV5BZDQwOWQ2NmUtZThjZi00MGM0LTkzNDctMzcyMjcyOGI1OGRkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg","82","7.8","158,901","tt5104604","movie",NA,NA,NA,NA,"7.8/10","82/100","90%",7,2021-07-11,NA,NA
"Best Animated Feature Film",NA,"Wes Anderson, Scott Rudin, Steven Rales, Jeremy Dawson","91-2019","tt5104604","Isle of Dogs","nm0748784","Scott Rudin",NA,NA,"Isle of Dogs",2018,"PG-13","13 Apr 2018","101 min","Animation, Adventure, Comedy","Wes Anderson","Wes Anderson, Roman Coppola, Jason Schwartzman","Bryan Cranston, Koyu Rankin, Edward Norton","Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.","English, Japanese","United States, Germany, United Kingdom","Nominated for 2 Oscars. 34 wins & 94 nominations total","https://m.media-amazon.com/images/M/MV5BZDQwOWQ2NmUtZThjZi00MGM0LTkzNDctMzcyMjcyOGI1OGRkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg","82","7.8","158,901","tt5104604","movie",NA,NA,NA,NA,"7.8/10","82/100","90%",7,2021-07-11,NA,NA
"Best Animated Feature Film",NA,"Wes Anderson, Scott Rudin, Steven Rales, Jeremy Dawson","91-2019","tt5104604","Isle of Dogs","nm2262509","Steven Rales",NA,NA,"Isle of Dogs",2018,"PG-13","13 Apr 2018","101 min","Animation, Adventure, Comedy","Wes Anderson","Wes Anderson, Roman Coppola, Jason Schwartzman","Bryan Cranston, Koyu Rankin, Edward Norton","Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.","English, Japanese","United States, Germany, United Kingdom","Nominated for 2 Oscars. 34 wins & 94 nominations total","https://m.media-amazon.com/images/M/MV5BZDQwOWQ2NmUtZThjZi00MGM0LTkzNDctMzcyMjcyOGI1OGRkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg","82","7.8","158,901","tt5104604","movie",NA,NA,NA,NA,"7.8/10","82/100","90%",7,2021-07-11,NA,NA
"Best Animated Feature Film",NA,"Wes Anderson, Scott Rudin, Steven Rales, Jeremy Dawson","91-2019","tt5104604","Isle of Dogs","nm0206154","Jeremy Dawson",NA,NA,"Isle of Dogs",2018,"PG-13","13 Apr 2018","101 min","Animation, Adventure, Comedy","Wes Anderson","Wes Anderson, Roman Coppola, Jason Schwartzman","Bryan Cranston, Koyu Rankin, Edward Norton","Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.","English, Japanese","United States, Germany, United Kingdom","Nominated for 2 Oscars. 34 wins & 94 nominations total","https://m.media-amazon.com/images/M/MV5BZDQwOWQ2NmUtZThjZi00MGM0LTkzNDctMzcyMjcyOGI1OGRkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg","82","7.8","158,901","tt5104604","movie",NA,NA,NA,NA,"7.8/10","82/100","90%",7,2021-07-11,NA,NA
"Best Animated Feature Film",NA,"Mamoru Hosoda, YÃ»ichirÃ´ SaitÃ´","91-2019","tt6900448","Mirai","nm0396074","Mamoru Hosoda",NA,NA,"Mirai",2018,"PG","20 Jul 2018","98 min","Animation, Adventure, Drama","Mamoru Hosoda","Mamoru Hosoda","Rebecca Hall, John Cho, Daniel Dae Kim","A young boy encounters a magical garden which enables him to travel through time and meet his relatives from different eras, with guidance by his younger sister from the future.","Japanese, English","Japan","Nominated for 1 Oscar. 5 wins & 35 nominations total","https://m.media-amazon.com/images/M/MV5BMTdlOGE0ZGYtOTBmMi00MWExLTljMWItMzFmN2RmMDFmN2E0XkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_SX300.jpg","81","7.0","14,807","tt6900448","movie",NA,NA,NA,NA,"7.0/10","81/100","90%",NA,NA,NA,NA
"Best Animated Feature Film",NA,"Mamoru Hosoda, YÃ»ichirÃ´ SaitÃ´","91-2019","tt6900448","Mirai","nm2510203","YÃ»ichirÃ´ SaitÃ´",NA,NA,"Mirai",2018,"PG","20 Jul 2018","98 min","Animation, Adventure, Drama","Mamoru Hosoda","Mamoru Hosoda","Rebecca Hall, John Cho, Daniel Dae Kim","A young boy encounters a magical garden which enables him to travel through time and meet his relatives from different eras, with guidance by his younger sister from the future.","Japanese, English","Japan","Nominated for 1 Oscar. 5 wins & 35 nominations total","https://m.media-amazon.com/images/M/MV5BMTdlOGE0ZGYtOTBmMi00MWExLTljMWItMzFmN2RmMDFmN2E0XkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_SX300.jpg","81","7.0","14,807","tt6900448","movie",NA,NA,NA,NA,"7.0/10","81/100","90%",NA,NA,NA,NA
